Date Code Year/MMWR Week,County,Sum of Age 0-4,Sum of Age 5-24,Sum of Age 25-49,Sum of Age 50-64,Sum of Age 65 and older,Sum of Total Patients Seen,Sum of Total ILI
201620,Malheur,1,0,0,0,0,451,1
201620,Morrow,0,0,0,0,0,202,0
201621,Benton,0,0,0,0,0,1053,0
201621,Coos,0,0,0,0,0,216,0
201621,Douglas,0,0,0,0,0,88,0
201621,Klamath,0,0,0,0,0,529,0
201621,Lincoln,0,0,0,0,0,117,0
201621,Malheur,0,0,0,0,0,328,0
201621,Morrow,0,0,0,0,0,185,0
201622,Benton,0,0,0,0,0,924,0
201622,Douglas,0,0,0,0,0,71,0
201622,Klamath,0,0,0,0,0,467,0
201622,Lincoln,0,0,0,0,0,103,0
201622,Malheur,0,0,0,0,0,339,0
201622,Morrow,0,0,0,0,0,201,0
201623,Benton,0,0,0,0,0,814,0
201623,Douglas,1,0,0,0,0,78,1
201623,Klamath,0,0,0,0,0,619,0
201623,Lincoln,0,0,0,0,0,115,0
201623,Malheur,0,1,0,0,0,511,1
201623,Tillamook,0,0,0,0,1,112,1
201624,Benton,0,0,0,0,0,231,0
201624,Klamath,0,0,0,0,0,585,0
201624,Lincoln,0,0,0,0,0,114,0
201624,Malheur,1,1,0,0,0,434,2
201624,Tillamook,0,1,1,0,0,127,2
201625,Benton,0,0,0,0,0,321,0
201625,Douglas,0,0,0,0,0,67,0
201625,Klamath,0,0,0,0,0,420,0
201625,Malheur,0,1,0,0,0,483,1
201626,Benton,0,0,0,0,0,287,0
201626,Douglas,0,0,0,0,0,66,0
201626,Klamath,0,0,0,0,0,434,0
201626,Lincoln,0,0,0,0,0,114,0
201626,Malheur,0,0,0,0,0,417,0
201627,Benton,0,0,0,0,0,188,0
201627,Douglas,0,0,0,0,0,48,0
201627,Klamath,0,0,0,0,0,381,0
201627,Lincoln,0,0,0,0,0,88,0
201627,Malheur,0,0,0,0,0,349,0
201628,Benton,0,0,0,0,0,269,0
201628,Douglas,0,0,0,0,0,64,0
201628,Klamath,0,0,0,1,0,504,1
201628,Lincoln,0,0,1,0,0,89,1
201628,Malheur,0,0,0,0,0,308,0
201629,Benton,0,0,0,0,0,317,0
201629,Douglas,0,1,0,0,0,49,1
201629,Klamath,0,0,0,0,0,471,0
201629,Malheur,0,0,0,0,0,406,0
201630,Klamath,0,0,0,0,0,401,0
201630,Lincoln,0,0,0,0,0,81,0
201630,Malheur,0,0,0,0,0,440,0
201631,Benton,0,0,0,0,0,339,0
201631,Klamath,0,0,0,0,0,566,0
201631,Lincoln,0,0,0,0,0,83,0
201631,Malheur,0,0,0,0,0,457,0
201632,Benton,0,0,0,0,0,294,0
201632,Klamath,0,0,0,0,0,502,0
201632,Lincoln,0,0,0,0,0,91,0
201632,Malheur,0,0,0,0,0,511,0
201633,Benton,0,0,0,0,0,290,0
201633,Klamath,0,0,0,0,0,470,0
201633,Lincoln,0,0,0,0,0,103,0
201633,Malheur,0,0,0,0,0,565,0
201634,Benton,0,0,0,0,0,222,0
201634,Klamath,0,0,0,0,0,541,0
201634,Lincoln,0,0,0,0,0,114,0
201634,Malheur,0,0,0,0,0,497,0
201635,Benton,0,0,0,0,0,192,0
201635,Klamath,0,0,0,0,0,623,0
201635,Lincoln,0,0,0,0,0,0,0
201635,Malheur,0,1,0,0,0,445,1
201636,Benton,0,0,0,0,0,90,0
201636,Klamath,0,0,0,0,0,407,0
201636,Lincoln,0,0,0,0,0,85,0
201636,Malheur,0,0,0,0,0,369,0
201637,Benton,0,1,0,0,0,148,1
201637,Klamath,0,0,1,1,0,473,2
201637,Lincoln,0,0,0,0,0,122,0
201637,Malheur,0,0,0,0,0,562,0
201637,Tillamook,0,0,0,1,0,141,1
201638,Benton,0,1,1,1,0,1870,3
201638,Klamath,0,0,0,0,0,410,0
201638,Lincoln,0,0,0,1,0,97,1
201638,Malheur,0,0,0,0,0,73,0
201638,Tillamook,0,0,0,0,0,128,0
201639,Benton,0,4,0,0,0,1019,4
201639,Klamath,0,0,0,0,0,599,0
201639,Malheur,0,0,0,0,0,521,0
201639,Tillamook,0,0,0,0,0,129,0
201640,Benton,0,0,0,0,0,1449,0
201640,Clackamas,3,3,0,0,0,364,6
201640,Coos,3,1,0,0,0,306,4
201640,Jackson,0,1,0,0,0,127,1
201640,Josephine,0,3,0,0,0,906,3
201640,Klamath,0,0,0,0,0,554,0
201640,Lincoln,0,0,0,0,0,91,0
201640,Malheur,4,3,0,0,0,648,7
201640,Morrow,0,0,0,0,0,314,0
201640,Multnomah,0,0,0,0,0,429,0
201640,Tillamook,3,5,3,0,2,454,13
201641,Benton,0,1,0,0,0,1396,1
201641,Clackamas,4,4,0,0,0,326,8
201641,Coos,2,0,0,0,0,288,2
201641,Jackson,0,0,0,0,0,812,0
201641,Josephine,3,2,0,0,0,1039,5
201641,Klamath,0,0,0,0,0,559,0
201641,Lane,0,1,1,0,0,85,2
201641,Lincoln,0,0,0,0,0,108,0
201641,Malheur,4,3,0,0,0,517,7
201641,Morrow,0,0,0,0,0,295,0
201641,Multnomah,0,0,0,0,0,405,0
201641,Tillamook,0,0,0,0,0,104,0
201641,Washington,0,0,0,0,0,46,0
201642,Benton,0,2,0,0,0,1092,2
201642,Clackamas,8,9,0,0,0,292,17
201642,Coos,1,2,0,0,0,249,3
201642,Curry,0,0,0,0,0,10,0
201642,Jackson,0,5,0,0,0,771,5
201642,Josephine,0,0,0,1,0,1049,1
201642,Klamath,0,0,0,0,0,415,0
201642,Lane,0,0,0,0,0,61,0
201642,Lincoln,0,0,0,0,0,115,0
201642,Malheur,6,0,0,0,0,500,6
201642,Morrow,0,0,0,0,0,269,0
201642,Multnomah,0,0,0,0,0,724,0
201642,Tillamook,2,0,0,0,5,200,7
201642,Washington,0,0,0,0,0,51,0
201643,Benton,0,1,0,0,0,1160,1
201643,Clackamas,6,7,0,0,0,336,13
201643,Coos,3,0,0,0,0,227,3
201643,Curry,0,0,0,0,0,10,0
201643,Jackson,0,2,0,1,0,721,3
201643,Josephine,0,1,0,0,0,1155,1
201643,Klamath,0,0,0,0,0,496,0
201643,Lane,0,0,1,0,0,73,1
201643,Lincoln,0,0,0,0,0,114,0
201643,Malheur,7,2,0,0,0,491,9
201643,Marion,0,1,0,0,0,206,1
201643,Morrow,0,0,0,0,0,296,0
201643,Multnomah,0,0,0,0,0,353,0
201643,Tillamook,1,3,0,1,1,334,6
201643,Washington,0,0,0,0,0,44,0
201644,Benton,0,2,1,1,0,1730,4
201644,Clackamas,10,8,0,0,0,364,18
201644,Coos,2,5,0,0,0,343,7
201644,Curry,0,0,0,0,0,7,0
201644,Jackson,0,1,1,1,1,585,4
201644,Josephine,4,7,1,0,0,983,12
201644,Klamath,0,0,0,0,0,601,0
201644,Lane,0,1,0,0,0,80,1
201644,Lincoln,0,0,0,0,0,109,0
201644,Malheur,11,3,0,0,0,490,14
201644,Marion,0,2,0,0,0,100,2
201644,Morrow,0,0,0,0,0,295,0
201644,Multnomah,0,0,1,0,0,452,1
201644,Tillamook,1,0,0,0,3,163,4
201644,Washington,0,0,0,0,0,30,0
201645,Benton,0,4,0,1,0,1193,5
201645,Clackamas,11,10,0,0,0,381,21
201645,Coos,1,3,0,0,0,319,4
201645,Curry,0,0,0,0,0,7,0
201645,Jackson,0,3,0,2,1,682,6
201645,Josephine,6,6,0,2,0,1085,14
201645,Klamath,0,0,0,0,0,500,0
201645,Lane,0,1,0,0,0,52,1
201645,Lincoln,0,0,0,0,0,114,0
201645,Malheur,9,8,0,0,0,605,17
201645,Marion,0,0,2,0,0,164,2
201645,Morrow,0,0,0,0,0,268,0
201645,Multnomah,0,0,0,0,0,405,0
201645,Tillamook,3,0,0,0,4,147,7
201645,Washington,3,1,0,0,0,46,4
201646,Benton,0,1,0,0,0,1465,1
201646,Coos,1,1,0,0,0,315,2
201646,Curry,0,0,0,0,0,7,0
201646,Jackson,0,3,0,0,0,749,3
201646,Josephine,2,7,3,0,0,1059,12
201646,Klamath,0,0,0,0,0,575,0
201646,Lane,0,1,1,0,0,64,2
201646,Lincoln,0,0,0,0,0,91,0
201646,Malheur,8,10,0,0,0,525,18
201646,Marion,0,0,1,0,0,19,1
201646,Morrow,0,0,0,0,0,282,0
201646,Multnomah,0,0,0,0,0,478,0
201646,Tillamook,0,1,0,0,2,30,3
201646,Washington,1,1,0,0,0,30,2
201647,Benton,0,1,1,0,0,940,2
201647,Clackamas,5,7,0,0,0,306,12
201647,Coos,0,1,0,0,0,189,1
201647,Curry,0,0,0,0,0,7,0
201647,Jackson,0,7,0,0,1,603,8
201647,Josephine,3,2,2,3,1,881,11
201647,Klamath,0,0,0,0,0,359,0
201647,Lane,0,0,0,0,0,42,0
201647,Lincoln,0,0,0,0,0,70,0
201647,Malheur,5,3,0,0,0,435,8
201647,Marion,0,1,1,0,0,154,2
201647,Morrow,0,0,0,0,0,137,0
201647,Multnomah,0,0,0,0,0,148,0
201647,Tillamook,0,0,0,0,1,116,1
201648,Benton,0,0,0,0,0,1230,0
201648,Clackamas,7,8,0,0,0,409,15
201648,Coos,0,1,0,0,0,359,1
201648,Curry,0,0,0,0,0,7,0
201648,Jackson,0,1,0,1,1,685,3
201648,Josephine,6,3,1,0,2,1079,12
201648,Klamath,0,0,0,0,0,627,0
201648,Lane,0,1,0,0,0,72,1
201648,Lincoln,0,0,1,0,1,107,2
201648,Malheur,11,6,0,0,0,513,17
201648,Marion,0,5,0,0,0,89,5
201648,Morrow,0,0,0,0,0,245,0
201648,Tillamook,1,0,1,0,2,483,4
201649,Benton,0,1,1,0,0,958,2
201649,Coos,0,1,0,0,0,192,1
201649,Curry,0,0,0,0,0,10,0
201649,Jackson,0,3,1,1,0,523,5
201649,Josephine,8,8,2,0,0,971,18
201649,Klamath,0,1,0,0,0,558,1
201649,Lane,0,1,0,0,0,55,1
201649,Lincoln,0,0,0,0,0,92,0
201649,Malheur,7,5,0,0,0,478,12
201649,Marion,0,1,0,0,0,37,1
201649,Morrow,0,0,0,0,0,274,0
201649,Multnomah,0,2,0,0,0,266,2
201649,Tillamook,0,1,1,4,3,435,9
201650,Benton,0,0,1,0,0,210,1
201650,Clackamas,10,14,0,0,0,274,24
201650,Coos,1,2,0,0,0,353,3
201650,Curry,0,0,0,0,0,10,0
201650,Jackson,1,5,4,3,3,515,16
201650,Josephine,5,13,6,2,1,1143,27
201650,Klamath,0,0,1,0,0,600,1
201650,Lane,0,0,0,0,0,0,0
201650,Lincoln,0,0,0,0,0,93,0
201650,Malheur,12,12,0,0,0,496,24
201650,Morrow,0,0,0,0,0,221,0
201650,Multnomah,0,0,0,0,0,240,0
201650,Tillamook,0,1,2,2,1,483,6
201651,Benton,0,0,1,2,1,241,4
201651,Coos,1,1,0,0,0,268,2
201651,Josephine,12,15,1,3,0,690,31
201651,Klamath,0,1,1,1,0,501,3
201651,Lane,0,0,0,0,0,0,0
201651,Lincoln,0,0,2,1,0,74,3
201651,Malheur,8,7,0,0,0,437,15
201651,Morrow,0,0,0,0,0,143,0
201651,Multnomah,0,0,0,0,0,160,0
201651,Tillamook,0,1,3,1,4,371,9
201652,Benton,0,2,2,1,0,155,5
201652,Clackamas,17,15,0,0,0,314,32
201652,Coos,1,0,0,0,0,263,1
201652,Curry,0,0,0,0,0,12,0
201652,Jackson,6,16,42,15,11,810,90
201652,Josephine,6,16,18,16,4,807,60
201652,Klamath,0,0,1,1,0,381,2
201652,Lane,0,0,0,0,0,0,0
201652,Malheur,15,0,0,0,0,377,15
201652,Morrow,0,0,0,0,0,188,0
201652,Multnomah,0,0,1,0,0,101,1
201652,Tillamook,1,3,3,4,3,378,14
201701,Benton,0,2,1,2,0,332,5
201701,Clackamas,17,13,0,0,0,382,30
201701,Coos,1,2,0,0,0,208,3
201701,Curry,0,0,0,0,0,10,0
201701,Jackson,1,11,16,4,7,360,39
201701,Josephine,14,13,15,13,4,721,59
201701,Klamath,0,1,0,0,0,387,1
201701,Lane,0,0,0,0,0,0,0
201701,Lincoln,0,0,0,1,0,88,1
201701,Malheur,12,5,0,0,0,431,17
201701,Morrow,0,0,0,0,0,204,0
201701,Multnomah,0,0,2,0,0,154,2
201701,Tillamook,2,6,9,10,6,394,33
201702,Benton,0,8,4,2,0,1042,14
201702,Coos,2,0,0,0,0,337,2
201702,Curry,0,0,0,0,0,9,0
201702,Jackson,0,8,6,4,2,746,20
201702,Josephine,0,2,2,3,1,959,8
201702,Klamath,1,0,1,0,0,605,2
201702,Lane,0,0,1,0,0,49,1
201702,Lincoln,0,0,0,0,2,100,2
201702,Malheur,7,5,0,0,0,431,12
201702,Morrow,0,2,1,0,0,227,3
201702,Multnomah,0,0,0,0,0,0,0
201702,Tillamook,7,3,4,2,17,415,33
201703,Benton,1,11,4,5,1,1081,22
201703,Clackamas,21,17,0,0,0,325,38
201703,Coos,1,2,0,0,0,305,3
201703,Curry,0,0,0,0,0,5,0
201703,Jackson,1,8,2,2,1,618,14
201703,Josephine,1,0,2,1,0,1046,4
201703,Klamath,0,2,1,1,1,576,5
201703,Lane,0,1,0,2,0,57,3
201703,Lincoln,0,0,0,1,0,100,1
201703,Malheur,10,5,0,0,0,393,15
201703,Marion,0,6,0,0,0,71,6
201703,Morrow,1,0,0,0,0,160,1
201703,Multnomah,0,0,1,0,0,245,1
201703,Tillamook,7,11,4,5,3,444,30
201704,Benton,0,14,6,0,1,1130,21
201704,Clackamas,19,15,0,0,0,322,34
201704,Coos,1,0,0,0,0,324,1
201704,Curry,0,0,0,0,0,9,0
201704,Jackson,1,3,2,0,3,707,9
201704,Josephine,0,1,0,1,0,972,2
201704,Klamath,1,5,1,1,1,547,9
201704,Lane,0,1,0,1,0,72,2
201704,Lincoln,0,0,0,0,0,99,0
201704,Malheur,15,6,0,0,0,500,21
201704,Marion,0,15,6,0,0,125,21
201704,Multnomah,0,0,0,0,0,366,0
201704,Tillamook,10,10,7,6,15,466,48
201705,Benton,0,12,2,2,3,1186,19
201705,Clackamas,18,19,0,0,0,373,37
201705,Coos,1,0,0,0,0,303,1
201705,Curry,0,0,0,0,1,4,1
201705,Jackson,0,4,4,1,2,495,11
201705,Josephine,5,4,1,1,1,1066,12
201705,Klamath,3,2,3,0,1,590,9
201705,Lane,0,0,1,1,1,76,3
201705,Lincoln,0,2,1,0,1,115,4
201705,Malheur,12,8,0,0,0,479,20
201705,Marion,0,10,2,0,0,101,12
201705,Morrow,1,0,1,0,0,241,2
201705,Multnomah,0,0,0,0,0,0,0
201705,Tillamook,9,17,10,3,9,502,48
201705,Washington,0,1,0,0,0,44,1
201706,Benton,0,8,2,0,2,1038,12
201706,Clackamas,16,22,0,0,0,396,38
201706,Coos,0,0,0,0,0,327,0
201706,Curry,0,0,0,0,0,7,0
201706,Jackson,0,3,1,1,1,520,6
201706,Josephine,6,3,0,0,2,1085,11
201706,Klamath,0,1,1,0,0,562,2
201706,Lane,0,1,0,0,0,67,1
201706,Lincoln,0,1,1,1,1,104,4
201706,Malheur,11,12,0,0,0,553,23
201706,Marion,0,13,0,0,0,119,13
201706,Morrow,0,2,0,0,0,239,2
201706,Tillamook,10,24,17,9,7,415,67
201707,Benton,0,15,2,1,1,1284,19
201707,Clackamas,16,21,0,0,0,419,37
201707,Coos,1,0,0,0,0,310,1
201707,Curry,0,0,1,0,0,6,1
201707,Jackson,0,1,0,0,1,521,2
201707,Josephine,6,11,1,0,1,1090,19
201707,Klamath,2,0,1,2,0,627,5
201707,Lane,0,0,0,0,0,61,0
201707,Lincoln,0,0,0,0,0,78,0
201707,Malheur,16,6,0,0,0,569,22
201707,Marion,0,27,0,0,0,93,27
201707,Morrow,0,0,1,1,0,225,2
201707,Multnomah,0,0,0,0,0,315,0
201707,Tillamook,11,7,13,3,2,265,36
201708,Benton,0,3,0,0,0,1099,3
201708,Clackamas,9,9,0,0,0,392,18
201708,Curry,0,0,0,0,0,7,0
201708,Jackson,1,5,5,2,1,638,14
201708,Josephine,6,3,0,2,0,1188,11
201708,Klamath,1,1,1,1,0,593,4
201708,Lane,0,0,0,0,0,48,0
201708,Lincoln,1,1,0,0,0,102,2
201708,Malheur,22,15,0,0,0,579,37
201708,Marion,0,5,0,0,0,86,5
201708,Morrow,0,0,1,0,1,249,2
201708,Multnomah,0,0,0,0,0,423,0
201708,Tillamook,7,12,16,7,9,392,51
201709,Benton,0,2,0,0,0,1162,2
201709,Curry,0,0,0,0,0,7,0
201709,Jackson,0,1,1,0,1,560,3
201709,Josephine,5,5,0,1,0,1192,11
201709,Klamath,0,0,0,0,0,516,0
201709,Lane,0,0,0,0,0,70,0
201709,Lincoln,0,0,0,0,0,94,0
201709,Malheur,10,9,0,0,0,539,19
201709,Marion,0,4,0,0,0,88,4
201709,Morrow,1,1,0,0,0,288,2
201709,Multnomah,0,0,0,0,0,385,0
201709,Tillamook,9,24,32,17,16,419,98
201710,Benton,0,1,0,1,0,1817,2
201710,Curry,0,0,0,0,0,5,0
201710,Jackson,1,0,1,0,0,591,2
201710,Josephine,3,1,0,0,2,1154,6
201710,Klamath,0,0,1,0,1,656,2
201710,Lane,0,0,0,0,0,55,0
201710,Lincoln,0,1,0,0,0,98,1
201710,Malheur,10,9,0,0,0,496,19
201710,Marion,0,5,0,0,0,111,5
201710,Morrow,1,1,0,0,0,282,2
201710,Multnomah,0,0,0,0,0,420,0
201710,Tillamook,9,14,20,8,7,412,58
201711,Benton,0,0,0,0,0,1188,0
201711,Clackamas,13,18,0,0,0,402,31
201711,Curry,0,0,0,0,0,7,0
201711,Jackson,0,2,1,0,0,535,3
201711,Josephine,0,2,1,0,0,1009,3
201711,Klamath,0,0,1,0,0,648,1
201711,Lane,0,0,0,0,0,59,0
201711,Lincoln,0,0,0,0,0,86,0
201711,Malheur,13,8,0,0,0,559,21
201711,Morrow,0,0,0,0,0,295,0
201711,Multnomah,1,0,0,0,0,417,1
201711,Tillamook,17,13,13,12,12,390,67
201712,Benton,0,0,0,0,0,804,0
201712,Curry,0,0,0,0,0,7,0
201712,Jackson,1,0,0,0,0,526,1
201712,Josephine,2,4,0,1,0,1197,7
201712,Klamath,1,0,0,0,0,596,1
201712,Lane,0,0,0,0,0,48,0
201712,Lincoln,0,0,0,0,0,96,0
201712,Malheur,9,9,0,0,0,546,18
201712,Morrow,0,0,0,0,0,273,0
201712,Multnomah,0,0,0,0,0,361,0
201712,Tillamook,7,15,11,7,7,294,47
201713,Benton,0,0,0,0,0,206,0
201713,Clackamas,7,8,0,0,0,344,15
201713,Curry,0,0,0,0,0,8,0
201713,Jackson,0,0,1,0,0,539,1
201713,Josephine,7,3,0,0,0,1015,10
201713,Klamath,0,0,0,1,0,535,1
201713,Lane,0,0,0,0,0,0,0
201713,Lincoln,0,0,0,0,0,96,0
201713,Malheur,5,3,0,0,0,444,8
201713,Morrow,1,1,0,1,0,298,3
201713,Multnomah,0,0,0,0,0,436,0
201713,Tillamook,1,0,0,0,2,663,3
201714,Benton,0,0,0,0,0,1040,0
201714,Clackamas,8,7,0,0,0,407,15
201714,Curry,0,0,0,0,0,5,0
201714,Jackson,0,0,0,0,0,548,0
201714,Josephine,6,5,0,0,0,1067,11
201714,Klamath,0,0,0,0,0,587,0
201714,Lane,0,0,0,0,0,72,0
201714,Lincoln,0,0,0,0,0,92,0
201714,Malheur,5,2,0,0,0,406,7
201714,Morrow,0,0,0,0,0,288,0
201714,Tillamook,2,9,4,3,0,193,18
201715,Benton,0,0,0,0,0,1036,0
201715,Clackamas,11,10,0,0,0,358,21
201715,Curry,0,0,0,0,0,7,0
201715,Jackson,0,0,0,0,0,537,0
201715,Josephine,3,4,0,0,0,1145,7
201715,Klamath,0,0,1,0,0,642,1
201715,Lane,0,0,0,0,0,76,0
201715,Lincoln,0,0,0,0,0,117,0
201715,Malheur,6,4,0,0,0,466,10
201715,Morrow,0,0,0,0,0,261,0
201715,Multnomah,0,0,0,0,0,372,0
201715,Tillamook,0,0,0,0,0,70,0
201716,Benton,0,0,0,0,0,1446,0
201716,Clackamas,6,7,0,0,0,385,13
201716,Curry,0,0,0,0,0,4,0
201716,Jackson,0,0,1,0,0,555,1
201716,Josephine,4,3,0,1,0,1122,8
201716,Klamath,0,2,3,1,0,629,6
201716,Lane,0,0,0,0,0,62,0
201716,Lincoln,0,0,0,0,0,87,0
201716,Malheur,12,9,0,0,0,457,21
201716,Morrow,0,0,0,0,0,311,0
201716,Multnomah,0,0,0,0,0,472,0
201716,Tillamook,0,0,0,0,0,72,0
201717,Benton,0,0,0,0,0,1040,0
201717,Curry,0,0,0,0,0,4,0
201717,Jackson,0,0,0,0,1,545,1
201717,Josephine,0,0,0,1,1,1084,2
201717,Klamath,2,2,0,0,0,591,4
201717,Lane,0,0,0,0,0,70,0
201717,Lincoln,0,0,0,0,0,100,0
201717,Malheur,8,6,0,0,0,501,14
201717,Morrow,0,0,0,0,0,279,0
201717,Multnomah,0,0,0,0,0,434,0
201718,Benton,0,0,0,0,0,1021,0
201718,Clackamas,8,13,0,0,0,392,21
201718,Curry,0,0,0,0,0,5,0
201718,Jackson,0,0,1,0,0,532,1
201718,Josephine,8,5,0,0,0,1126,13
201718,Klamath,0,0,0,0,1,547,1
201718,Lane,0,0,0,0,0,52,0
201718,Lincoln,0,0,0,0,0,92,0
201718,Malheur,10,6,0,0,0,497,16
201718,Morrow,0,0,0,0,0,307,0
201718,Multnomah,0,0,0,0,0,0,0
201719,Benton,0,0,0,0,0,1025,0
201719,Curry,0,0,0,0,0,6,0
201719,Jackson,0,0,0,1,0,552,1
201719,Josephine,8,4,0,0,0,1174,12
201719,Klamath,0,1,1,0,1,606,3
201719,Lane,0,0,0,0,0,62,0
201719,Lincoln,0,0,1,0,0,81,1
201719,Malheur,7,8,0,0,0,448,15
201719,Morrow,0,0,0,0,0,286,0
201720,Benton,0,3,0,0,0,1093,3
201720,Curry,0,0,0,0,0,5,0
201720,Jackson,0,1,1,2,0,542,4
201720,Josephine,6,3,0,0,0,1137,9
201720,Klamath,1,2,1,0,0,618,4
201720,Lane,0,0,2,0,0,58,2
201720,Lincoln,0,0,0,0,0,88,0
201720,Malheur,5,5,0,0,0,339,10
201720,Morrow,0,0,0,0,0,262,0
201720,Multnomah,0,0,0,0,0,404,0
201721,Benton,0,0,0,0,0,1053,0
201721,Curry,0,0,0,0,0,5,0
201721,Jackson,0,1,0,0,0,541,1
201721,Josephine,0,0,0,1,0,1061,1
201721,Lincoln,0,0,0,0,0,94,0
201721,Malheur,5,4,0,0,0,418,9
201721,Morrow,0,0,0,0,0,306,0
201722,Benton,0,0,0,0,0,961,0
201722,Curry,0,0,0,0,0,3,0
201722,Jackson,0,0,0,0,0,535,0
201722,Josephine,0,0,0,0,0,901,0
201722,Lincoln,0,0,0,0,0,118,0
201722,Malheur,3,5,0,0,0,343,8
201722,Morrow,0,0,0,0,0,220,0
